"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1380","Census Tract 224010","518","Census Tract 460600","1/1/2018 - 1/31/2018, Every day, Daily Average",1491,1038,2140
"1380","Census Tract 224010","519","Census Tract 460700","1/1/2018 - 1/31/2018, Every day, Daily Average",1461,1003,2127
"1380","Census Tract 224010","524","Census Tract 500100","1/1/2018 - 1/31/2018, Every day, Daily Average",1835,1413,2382
"1380","Census Tract 224010","525","Census Tract 500201","1/1/2018 - 1/31/2018, Every day, Daily Average",1974,1471,2647
"1380","Census Tract 224010","526","Census Tract 555001","1/1/2018 - 1/31/2018, Every day, Daily Average",1493,1075,2073
"1380","Census Tract 224010","527","Census Tract 555002","1/1/2018 - 1/31/2018, Every day, Daily Average",1512,1091,2095
"1380","Census Tract 224010","533","Census Tract 570003","1/1/2018 - 1/31/2018, Every day, Daily Average",1719,1301,2269
"1380","Census Tract 224010","534","Census Tract 570701","1/1/2018 - 1/31/2018, Every day, Daily Average",1888,1414,2519
"1380","Census Tract 224010","536","Census Tract 570800","1/1/2018 - 1/31/2018, Every day, Daily Average",1772,1354,2317
"1380","Census Tract 224010","547","Census Tract 503601","1/1/2018 - 1/31/2018, Every day, Daily Average",1891,1365,2618
"1380","Census Tract 224010","548","Census Tract 503602","1/1/2018 - 1/31/2018, Every day, Daily Average",2070,1434,2987
"1380","Census Tract 224010","549","Census Tract 503702","1/1/2018 - 1/31/2018, Every day, Daily Average",1878,1446,2437
"1380","Census Tract 224010","550","Census Tract 503703","1/1/2018 - 1/31/2018, Every day, Daily Average",1943,1479,2551
"1380","Census Tract 224010","551","Census Tract 503801","1/1/2018 - 1/31/2018, Every day, Daily Average",2017,1470,2766
"1380","Census Tract 224010","552","Census Tract 503802","1/1/2018 - 1/31/2018, Every day, Daily Average",2108,1461,3040
"1380","Census Tract 224010","553","Census Tract 503901","1/1/2018 - 1/31/2018, Every day, Daily Average",1950,1376,2761
"1380","Census Tract 224010","554","Census Tract 503902","1/1/2018 - 1/31/2018, Every day, Daily Average",1557,1089,2224
"1380","Census Tract 224010","555","Census Tract 504001","1/1/2018 - 1/31/2018, Every day, Daily Average",1934,1353,2763
"1380","Census Tract 224010","556","Census Tract 504002","1/1/2018 - 1/31/2018, Every day, Daily Average",1856,1298,2652
"1380","Census Tract 224010","557","Census Tract 504101","1/1/2018 - 1/31/2018, Every day, Daily Average",1734,1232,2438
"1380","Census Tract 224010","560","Census Tract 407002","1/1/2018 - 1/31/2018, Every day, Daily Average",1665,1211,2288
"1380","Census Tract 224010","561","Census Tract 407101","1/1/2018 - 1/31/2018, Every day, Daily Average",1981,1376,2850
"1380","Census Tract 224010","562","Census Tract 407102","1/1/2018 - 1/31/2018, Every day, Daily Average",1983,1341,2932
"1380","Census Tract 224010","563","Census Tract 407200","1/1/2018 - 1/31/2018, Every day, Daily Average",2211,1437,3401
"1380","Census Tract 224010","569","Census Tract 407701","1/1/2018 - 1/31/2018, Every day, Daily Average",1876,1208,2912
"1380","Census Tract 224010","570","Census Tract 407702","1/1/2018 - 1/31/2018, Every day, Daily Average",2282,1538,3385
"1380","Census Tract 224010","571","Census Tract 603801","1/1/2018 - 1/31/2018, Every day, Daily Average",1793,1296,2478
"1380","Census Tract 224010","572","Census Tract 603802","1/1/2018 - 1/31/2018, Every day, Daily Average",2013,1424,2844
"1380","Census Tract 224010","573","Census Tract 603900","1/1/2018 - 1/31/2018, Every day, Daily Average",1776,1185,2659
"1380","Census Tract 224010","574","Census Tract 604001","1/1/2018 - 1/31/2018, Every day, Daily Average",1755,1158,2657
"1380","Census Tract 224010","575","Census Tract 604002","1/1/2018 - 1/31/2018, Every day, Daily Average",1764,1329,2340
"1380","Census Tract 224010","576","Census Tract 604100","1/1/2018 - 1/31/2018, Every day, Daily Average",1990,1260,3141
"1380","Census Tract 224010","578","Census Tract 670002","1/1/2018 - 1/31/2018, Every day, Daily Average",1878,1321,2668
"1380","Census Tract 224010","579","Census Tract 670003","1/1/2018 - 1/31/2018, Every day, Daily Average",1904,1364,2656
"1380","Census Tract 224010","580","Census Tract 670100","1/1/2018 - 1/31/2018, Every day, Daily Average",1907,1421,2559
"1380","Census Tract 224010","583","Census Tract 544001","1/1/2018 - 1/31/2018, Every day, Daily Average",1711,1183,2474
"1380","Census Tract 224010","584","Census Tract 544002","1/1/2018 - 1/31/2018, Every day, Daily Average",1878,1230,2865
"1380","Census Tract 224010","587","Census Tract 570202","1/1/2018 - 1/31/2018, Every day, Daily Average",1595,1090,2331
"1380","Census Tract 224010","588","Census Tract 570203","1/1/2018 - 1/31/2018, Every day, Daily Average",1678,1160,2426
"1380","Census Tract 224010","589","Census Tract 570204","1/1/2018 - 1/31/2018, Every day, Daily Average",1911,1326,2753
"1380","Census Tract 224010","590","Census Tract 570301","1/1/2018 - 1/31/2018, Every day, Daily Average",1549,1056,2270
"1380","Census Tract 224010","592","Census Tract 570304","1/1/2018 - 1/31/2018, Every day, Daily Average",1914,1284,2851
"1380","Census Tract 224010","593","Census Tract 570402","1/1/2018 - 1/31/2018, Every day, Daily Average",1560,1054,2307
"1380","Census Tract 224010","595","Census Tract 570404","1/1/2018 - 1/31/2018, Every day, Daily Average",1509,1012,2248
"1380","Census Tract 224010","597","Census Tract 570502","1/1/2018 - 1/31/2018, Every day, Daily Average",1743,1227,2474
"1380","Census Tract 224010","600","Census Tract 570603","1/1/2018 - 1/31/2018, Every day, Daily Average",1880,1335,2647
"1380","Census Tract 224010","606","Census Tract 571701","1/1/2018 - 1/31/2018, Every day, Daily Average",1726,1168,2548
"1380","Census Tract 224010","609","Census Tract 571800","1/1/2018 - 1/31/2018, Every day, Daily Average",2094,1475,2971
"1380","Census Tract 224010","612","Census Tract 572002","1/1/2018 - 1/31/2018, Every day, Daily Average",1990,1307,3029
"1380","Census Tract 224010","613","Census Tract 572100","1/1/2018 - 1/31/2018, Every day, Daily Average",1957,1287,2975
"1380","Census Tract 224010","614","Census Tract 572201","1/1/2018 - 1/31/2018, Every day, Daily Average",2022,1340,3049
"1380","Census Tract 224010","615","Census Tract 572202","1/1/2018 - 1/31/2018, Every day, Daily Average",2256,1658,3068
"1380","Census Tract 224010","616","Census Tract 572301","1/1/2018 - 1/31/2018, Every day, Daily Average",1770,1190,2632
"1380","Census Tract 224010","617","Census Tract 572302","1/1/2018 - 1/31/2018, Every day, Daily Average",1809,1233,2653
"1380","Census Tract 224010","618","Census Tract 572400","1/1/2018 - 1/31/2018, Every day, Daily Average",1830,1224,2734
"1380","Census Tract 224010","620","Census Tract 572600","1/1/2018 - 1/31/2018, Every day, Daily Average",1839,1261,2680
"1380","Census Tract 224010","621","Census Tract 572700","1/1/2018 - 1/31/2018, Every day, Daily Average",1864,1283,2706
"1380","Census Tract 224010","623","Census Tract 572900","1/1/2018 - 1/31/2018, Every day, Daily Average",1881,1299,2722
"1380","Census Tract 224010","630","Census Tract 573300","1/1/2018 - 1/31/2018, Every day, Daily Average",2438,1768,3361
"1380","Census Tract 224010","632","Census Tract 573601","1/1/2018 - 1/31/2018, Every day, Daily Average",2152,1596,2901
"1380","Census Tract 224010","638","Census Tract 574201","1/1/2018 - 1/31/2018, Every day, Daily Average",2276,1492,3470
"1380","Census Tract 224010","639","Census Tract 574202","1/1/2018 - 1/31/2018, Every day, Daily Average",2042,1423,2928
"1380","Census Tract 224010","640","Census Tract 574300","1/1/2018 - 1/31/2018, Every day, Daily Average",2357,1544,3595
"1380","Census Tract 224010","641","Census Tract 574400","1/1/2018 - 1/31/2018, Every day, Daily Average",2395,1566,3660
"1380","Census Tract 224010","642","Census Tract 574500","1/1/2018 - 1/31/2018, Every day, Daily Average",2300,1549,3414
"1380","Census Tract 224010","646","Census Tract 574800","1/1/2018 - 1/31/2018, Every day, Daily Average",2166,1716,2732
"1380","Census Tract 224010","649","Census Tract 575001","1/1/2018 - 1/31/2018, Every day, Daily Average",2120,1539,2919
"1380","Census Tract 224010","650","Census Tract 575002","1/1/2018 - 1/31/2018, Every day, Daily Average",2149,1626,2839
"1380","Census Tract 224010","653","Census Tract 575103","1/1/2018 - 1/31/2018, Every day, Daily Average",2417,1723,3389
"1380","Census Tract 224010","657","Census Tract 575401","1/1/2018 - 1/31/2018, Every day, Daily Average",2281,1589,3273
"1380","Census Tract 224010","659","Census Tract 575500","1/1/2018 - 1/31/2018, Every day, Daily Average",1906,1328,2734
"1380","Census Tract 224010","660","Census Tract 575801","1/1/2018 - 1/31/2018, Every day, Daily Average",2154,1433,3237
"1380","Census Tract 224010","661","Census Tract 575802","1/1/2018 - 1/31/2018, Every day, Daily Average",2273,1640,3149
"1380","Census Tract 224010","663","Census Tract 575901","1/1/2018 - 1/31/2018, Every day, Daily Average",1948,1370,2768
"1380","Census Tract 224010","664","Census Tract 575902","1/1/2018 - 1/31/2018, Every day, Daily Average",2099,1487,2961
"1380","Census Tract 224010","665","Census Tract 576001","1/1/2018 - 1/31/2018, Every day, Daily Average",2072,1484,2892
"1380","Census Tract 224010","666","Census Tract 576200","1/1/2018 - 1/31/2018, Every day, Daily Average",2224,1569,3152
"1380","Census Tract 224010","667","Census Tract 576301","1/1/2018 - 1/31/2018, Every day, Daily Average",2481,1798,3422
"1380","Census Tract 224010","675","Census Tract 576601","1/1/2018 - 1/31/2018, Every day, Daily Average",2356,1716,3233
"1380","Census Tract 224010","683","Census Tract 577000","1/1/2018 - 1/31/2018, Every day, Daily Average",2268,1725,2981
"1380","Census Tract 224010","684","Census Tract 577100","1/1/2018 - 1/31/2018, Every day, Daily Average",2252,1752,2894
"1380","Census Tract 224010","691","Census Tract 577603","1/1/2018 - 1/31/2018, Every day, Daily Average",2440,1877,3171
"1380","Census Tract 224010","693","Census Tract 980006","1/1/2018 - 1/31/2018, Every day, Daily Average",1806,1242,2625
"1380","Census Tract 224010","695","Census Tract 980018","1/1/2018 - 1/31/2018, Every day, Daily Average",2145,1436,3203
"1380","Census Tract 224010","696","Census Tract 980033","1/1/2018 - 1/31/2018, Every day, Daily Average",1952,1378,2763
"1380","Census Tract 224010","699","Census Tract 101210","1/1/2018 - 1/31/2018, Every day, Daily Average",1887,1382,2575
"1380","Census Tract 224010","700","Census Tract 101220","1/1/2018 - 1/31/2018, Every day, Daily Average",1783,1316,2414
"1380","Census Tract 224010","701","Census Tract 101300","1/1/2018 - 1/31/2018, Every day, Daily Average",1753,1240,2476
"1380","Census Tract 224010","702","Census Tract 101400","1/1/2018 - 1/31/2018, Every day, Daily Average",1844,1292,2631
"1380","Census Tract 224010","703","Census Tract 102103","1/1/2018 - 1/31/2018, Every day, Daily Average",1710,1190,2455
"1380","Census Tract 224010","704","Census Tract 102104","1/1/2018 - 1/31/2018, Every day, Daily Average",1717,1165,2529
"1380","Census Tract 224010","705","Census Tract 102105","1/1/2018 - 1/31/2018, Every day, Daily Average",1681,1128,2504
"1380","Census Tract 224010","706","Census Tract 102107","1/1/2018 - 1/31/2018, Every day, Daily Average",2047,1391,3011
"1380","Census Tract 224010","709","Census Tract 103200","1/1/2018 - 1/31/2018, Every day, Daily Average",2296,1714,3075
"1380","Census Tract 224010","711","Census Tract 103400","1/1/2018 - 1/31/2018, Every day, Daily Average",2114,1568,2849
"1380","Census Tract 224010","712","Census Tract 104103","1/1/2018 - 1/31/2018, Every day, Daily Average",2620,1948,3523
"1380","Census Tract 224010","715","Census Tract 104124","1/1/2018 - 1/31/2018, Every day, Daily Average",2579,1934,3438
"1380","Census Tract 224010","716","Census Tract 104201","1/1/2018 - 1/31/2018, Every day, Daily Average",2652,1927,3648
"1380","Census Tract 224010","718","Census Tract 104204","1/1/2018 - 1/31/2018, Every day, Daily Average",2610,1985,3430
"1380","Census Tract 224010","719","Census Tract 104310","1/1/2018 - 1/31/2018, Every day, Daily Average",2456,1786,3375
"1380","Census Tract 224010","720","Census Tract 104320","1/1/2018 - 1/31/2018, Every day, Daily Average",2300,1726,3063
"1380","Census Tract 224010","721","Census Tract 104401","1/1/2018 - 1/31/2018, Every day, Daily Average",2286,1723,3032
"1380","Census Tract 224010","722","Census Tract 104403","1/1/2018 - 1/31/2018, Every day, Daily Average",1973,1440,2702
"1380","Census Tract 224010","728","Census Tract 104703","1/1/2018 - 1/31/2018, Every day, Daily Average",2517,1826,3468
"1380","Census Tract 224010","732","Census Tract 104822","1/1/2018 - 1/31/2018, Every day, Daily Average",1943,1392,2711
"1380","Census Tract 224010","736","Census Tract 106112","1/1/2018 - 1/31/2018, Every day, Daily Average",2554,1968,3313
"1380","Census Tract 224010","737","Census Tract 106113","1/1/2018 - 1/31/2018, Every day, Daily Average",2561,1957,3349
"1380","Census Tract 224010","744","Census Tract 106510","1/1/2018 - 1/31/2018, Every day, Daily Average",2121,1647,2730
"1380","Census Tract 224010","746","Census Tract 106603","1/1/2018 - 1/31/2018, Every day, Daily Average",2059,1607,2636
"1380","Census Tract 224010","747","Census Tract 106604","1/1/2018 - 1/31/2018, Every day, Daily Average",2045,1596,2620
"1380","Census Tract 224010","749","Census Tract 106642","1/1/2018 - 1/31/2018, Every day, Daily Average",2408,1750,3311
"1380","Census Tract 224010","750","Census Tract 106643","1/1/2018 - 1/31/2018, Every day, Daily Average",2443,1796,3322
"1380","Census Tract 224010","752","Census Tract 106646","1/1/2018 - 1/31/2018, Every day, Daily Average",2350,1716,3218
"1380","Census Tract 224010","754","Census Tract 106649","1/1/2018 - 1/31/2018, Every day, Daily Average",1894,1473,2434
"1380","Census Tract 224010","757","Census Tract 108101","1/1/2018 - 1/31/2018, Every day, Daily Average",2537,1870,3440
"1380","Census Tract 224010","758","Census Tract 108102","1/1/2018 - 1/31/2018, Every day, Daily Average",2518,1924,3294
"1380","Census Tract 224010","759","Census Tract 108103","1/1/2018 - 1/31/2018, Every day, Daily Average",2509,1845,3410
"1380","Census Tract 224010","761","Census Tract 108201","1/1/2018 - 1/31/2018, Every day, Daily Average",2579,1963,3387
"1380","Census Tract 224010","762","Census Tract 108202","1/1/2018 - 1/31/2018, Every day, Daily Average",2630,1991,3473
"1380","Census Tract 224010","763","Census Tract 109100","1/1/2018 - 1/31/2018, Every day, Daily Average",2047,1512,2769
"1380","Census Tract 224010","765","Census Tract 109300","1/1/2018 - 1/31/2018, Every day, Daily Average",2288,1649,3173
"1380","Census Tract 224010","766","Census Tract 109400","1/1/2018 - 1/31/2018, Every day, Daily Average",2002,1470,2725
"1380","Census Tract 224010","767","Census Tract 109500","1/1/2018 - 1/31/2018, Every day, Daily Average",2003,1478,2713
"1380","Census Tract 224010","768","Census Tract 109601","1/1/2018 - 1/31/2018, Every day, Daily Average",1994,1454,2732
"1380","Census Tract 224010","769","Census Tract 109603","1/1/2018 - 1/31/2018, Every day, Daily Average",2387,1725,3301
"1380","Census Tract 224010","770","Census Tract 109604","1/1/2018 - 1/31/2018, Every day, Daily Average",2533,1866,3438
"1380","Census Tract 224010","771","Census Tract 109700","1/1/2018 - 1/31/2018, Every day, Daily Average",2555,1865,3500
"1380","Census Tract 224010","772","Census Tract 109800","1/1/2018 - 1/31/2018, Every day, Daily Average",2734,1917,3897
"1380","Census Tract 224010","781","Census Tract 111400","1/1/2018 - 1/31/2018, Every day, Daily Average",2684,2117,3402
"1380","Census Tract 224010","795","Census Tract 115101","1/1/2018 - 1/31/2018, Every day, Daily Average",2921,2100,4061
"1380","Census Tract 224010","796","Census Tract 115103","1/1/2018 - 1/31/2018, Every day, Daily Average",3124,2258,4321
"1380","Census Tract 224010","797","Census Tract 115104","1/1/2018 - 1/31/2018, Every day, Daily Average",2978,2093,4236
"1380","Census Tract 224010","798","Census Tract 115201","1/1/2018 - 1/31/2018, Every day, Daily Average",3303,2261,4823
"1380","Census Tract 224010","807","Census Tract 117201","1/1/2018 - 1/31/2018, Every day, Daily Average",2387,1676,3399
"1380","Census Tract 224010","808","Census Tract 117202","1/1/2018 - 1/31/2018, Every day, Daily Average",2475,1710,3580
"1380","Census Tract 224010","809","Census Tract 117301","1/1/2018 - 1/31/2018, Every day, Daily Average",2608,1825,3726
"1380","Census Tract 224010","810","Census Tract 117302","1/1/2018 - 1/31/2018, Every day, Daily Average",2729,1941,3835
"1380","Census Tract 224010","812","Census Tract 117404","1/1/2018 - 1/31/2018, Every day, Daily Average",2370,1649,3405
"1380","Census Tract 224010","813","Census Tract 117405","1/1/2018 - 1/31/2018, Every day, Daily Average",2256,1628,3124
"1380","Census Tract 224010","814","Census Tract 117407","1/1/2018 - 1/31/2018, Every day, Daily Average",2221,1592,3096
"1380","Census Tract 224010","815","Census Tract 117408","1/1/2018 - 1/31/2018, Every day, Daily Average",2171,1566,3008
"1380","Census Tract 224010","819","Census Tract 119001","1/1/2018 - 1/31/2018, Every day, Daily Average",1893,1306,2743
"1380","Census Tract 224010","820","Census Tract 119002","1/1/2018 - 1/31/2018, Every day, Daily Average",1982,1394,2817
"1380","Census Tract 224010","822","Census Tract 119202","1/1/2018 - 1/31/2018, Every day, Daily Average",1888,1402,2542
"1380","Census Tract 224010","829","Census Tract 119700","1/1/2018 - 1/31/2018, Every day, Daily Average",2096,1504,2919
"1380","Census Tract 224010","831","Census Tract 119900","1/1/2018 - 1/31/2018, Every day, Daily Average",2288,1646,3179
"1380","Census Tract 224010","836","Census Tract 120104","1/1/2018 - 1/31/2018, Every day, Daily Average",2408,1708,3393
"1380","Census Tract 224010","842","Census Tract 120400","1/1/2018 - 1/31/2018, Every day, Daily Average",2219,1580,3115
"1380","Census Tract 224010","843","Census Tract 121010","1/1/2018 - 1/31/2018, Every day, Daily Average",1820,1294,2558
"1380","Census Tract 224010","844","Census Tract 121020","1/1/2018 - 1/31/2018, Every day, Daily Average",1788,1278,2501
"1380","Census Tract 224010","845","Census Tract 121101","1/1/2018 - 1/31/2018, Every day, Daily Average",1763,1215,2557
"1380","Census Tract 224010","846","Census Tract 121102","1/1/2018 - 1/31/2018, Every day, Daily Average",1866,1317,2642
"1380","Census Tract 224010","847","Census Tract 121210","1/1/2018 - 1/31/2018, Every day, Daily Average",1865,1342,2591
"1380","Census Tract 224010","848","Census Tract 121221","1/1/2018 - 1/31/2018, Every day, Daily Average",1802,1264,2567
"1380","Census Tract 224010","849","Census Tract 121222","1/1/2018 - 1/31/2018, Every day, Daily Average",1888,1340,2659
"1380","Census Tract 224010","850","Census Tract 121600","1/1/2018 - 1/31/2018, Every day, Daily Average",1743,1230,2468
"1380","Census Tract 224010","852","Census Tract 121802","1/1/2018 - 1/31/2018, Every day, Daily Average",1826,1266,2632
"1380","Census Tract 224010","853","Census Tract 121900","1/1/2018 - 1/31/2018, Every day, Daily Average",1859,1283,2692
"1380","Census Tract 224010","854","Census Tract 122000","1/1/2018 - 1/31/2018, Every day, Daily Average",1816,1294,2548
"1380","Census Tract 224010","857","Census Tract 122122","1/1/2018 - 1/31/2018, Every day, Daily Average",1748,1202,2540
"1380","Census Tract 224010","858","Census Tract 122200","1/1/2018 - 1/31/2018, Every day, Daily Average",1704,1163,2495
"1380","Census Tract 224010","859","Census Tract 122410","1/1/2018 - 1/31/2018, Every day, Daily Average",1833,1260,2665
"1380","Census Tract 224010","860","Census Tract 122420","1/1/2018 - 1/31/2018, Every day, Daily Average",2120,1464,3069
"1380","Census Tract 224010","863","Census Tract 123103","1/1/2018 - 1/31/2018, Every day, Daily Average",2097,1467,2995
"1380","Census Tract 224010","864","Census Tract 123104","1/1/2018 - 1/31/2018, Every day, Daily Average",1988,1396,2829
"1380","Census Tract 224010","865","Census Tract 123203","1/1/2018 - 1/31/2018, Every day, Daily Average",1750,1224,2500
"1380","Census Tract 224010","866","Census Tract 123204","1/1/2018 - 1/31/2018, Every day, Daily Average",1598,1161,2197
"1380","Census Tract 224010","867","Census Tract 123205","1/1/2018 - 1/31/2018, Every day, Daily Average",2054,1425,2960
"1380","Census Tract 224010","869","Census Tract 123301","1/1/2018 - 1/31/2018, Every day, Daily Average",1687,1179,2412
"1380","Census Tract 224010","870","Census Tract 123303","1/1/2018 - 1/31/2018, Every day, Daily Average",1659,1208,2277
"1380","Census Tract 224010","871","Census Tract 123304","1/1/2018 - 1/31/2018, Every day, Daily Average",1692,1172,2440
"1380","Census Tract 224010","873","Census Tract 123420","1/1/2018 - 1/31/2018, Every day, Daily Average",1739,1284,2355
"1380","Census Tract 224010","874","Census Tract 123510","1/1/2018 - 1/31/2018, Every day, Daily Average",2162,1594,2930
"1380","Census Tract 224010","875","Census Tract 123520","1/1/2018 - 1/31/2018, Every day, Daily Average",1905,1348,2690
"1380","Census Tract 224010","876","Census Tract 123601","1/1/2018 - 1/31/2018, Every day, Daily Average",2100,1390,3171
"1380","Census Tract 224010","877","Census Tract 123602","1/1/2018 - 1/31/2018, Every day, Daily Average",2245,1507,3342
"1380","Census Tract 224010","878","Census Tract 123700","1/1/2018 - 1/31/2018, Every day, Daily Average",1784,1229,2587
"1380","Census Tract 224010","879","Census Tract 123800","1/1/2018 - 1/31/2018, Every day, Daily Average",1659,1134,2425
"1380","Census Tract 224010","880","Census Tract 123901","1/1/2018 - 1/31/2018, Every day, Daily Average",1620,1111,2360
"1380","Census Tract 224010","881","Census Tract 123902","1/1/2018 - 1/31/2018, Every day, Daily Average",1585,1073,2340
"1380","Census Tract 224010","882","Census Tract 124000","1/1/2018 - 1/31/2018, Every day, Daily Average",1897,1272,2826
"1380","Census Tract 224010","883","Census Tract 124102","1/1/2018 - 1/31/2018, Every day, Daily Average",1731,1117,2680
"1380","Census Tract 224010","884","Census Tract 124103","1/1/2018 - 1/31/2018, Every day, Daily Average",2084,1449,2996
"1380","Census Tract 224010","885","Census Tract 124104","1/1/2018 - 1/31/2018, Every day, Daily Average",2101,1346,3278
"1380","Census Tract 224010","886","Census Tract 124105","1/1/2018 - 1/31/2018, Every day, Daily Average",1953,1306,2920
"1380","Census Tract 224010","887","Census Tract 124201","1/1/2018 - 1/31/2018, Every day, Daily Average",2101,1407,3135
"1380","Census Tract 224010","888","Census Tract 124203","1/1/2018 - 1/31/2018, Every day, Daily Average",2023,1316,3109
"1380","Census Tract 224010","889","Census Tract 124204","1/1/2018 - 1/31/2018, Every day, Daily Average",1789,1154,2772
"1380","Census Tract 224010","890","Census Tract 124300","1/1/2018 - 1/31/2018, Every day, Daily Average",1833,1289,2604
"1380","Census Tract 224010","891","Census Tract 124400","1/1/2018 - 1/31/2018, Every day, Daily Average",1962,1340,2872
"1380","Census Tract 224010","892","Census Tract 124500","1/1/2018 - 1/31/2018, Every day, Daily Average",2172,1547,3048
"1380","Census Tract 224010","893","Census Tract 124600","1/1/2018 - 1/31/2018, Every day, Daily Average",1692,1165,2455
"1380","Census Tract 224010","894","Census Tract 124700","1/1/2018 - 1/31/2018, Every day, Daily Average",1627,1109,2385
"1380","Census Tract 224010","895","Census Tract 124902","1/1/2018 - 1/31/2018, Every day, Daily Average",1914,1257,2912
"1380","Census Tract 224010","896","Census Tract 124903","1/1/2018 - 1/31/2018, Every day, Daily Average",1882,1265,2798
"1380","Census Tract 224010","897","Census Tract 125100","1/1/2018 - 1/31/2018, Every day, Daily Average",1552,1052,2287
"1380","Census Tract 224010","898","Census Tract 125200","1/1/2018 - 1/31/2018, Every day, Daily Average",1492,995,2235
"1380","Census Tract 224010","899","Census Tract 125310","1/1/2018 - 1/31/2018, Every day, Daily Average",1698,1173,2456
"1380","Census Tract 224010","900","Census Tract 125320","1/1/2018 - 1/31/2018, Every day, Daily Average",1804,1234,2635
"1380","Census Tract 224010","901","Census Tract 125401","1/1/2018 - 1/31/2018, Every day, Daily Average",1649,1095,2481
"1380","Census Tract 224010","902","Census Tract 125402","1/1/2018 - 1/31/2018, Every day, Daily Average",1468,979,2199
"1380","Census Tract 224010","903","Census Tract 125501","1/1/2018 - 1/31/2018, Every day, Daily Average",1692,1179,2427
"1380","Census Tract 224010","904","Census Tract 125502","1/1/2018 - 1/31/2018, Every day, Daily Average",1707,1148,2536
"1380","Census Tract 224010","905","Census Tract 125600","1/1/2018 - 1/31/2018, Every day, Daily Average",1681,1136,2486
"1380","Census Tract 224010","907","Census Tract 127103","1/1/2018 - 1/31/2018, Every day, Daily Average",1876,1354,2597
"1380","Census Tract 224010","908","Census Tract 127104","1/1/2018 - 1/31/2018, Every day, Daily Average",1989,1413,2799
"1380","Census Tract 224010","909","Census Tract 127210","1/1/2018 - 1/31/2018, Every day, Daily Average",2707,1848,3964
"1380","Census Tract 224010","911","Census Tract 127300","1/1/2018 - 1/31/2018, Every day, Daily Average",2071,1484,2890
"1380","Census Tract 224010","912","Census Tract 127400","1/1/2018 - 1/31/2018, Every day, Daily Average",2117,1493,3001
"1380","Census Tract 224010","913","Census Tract 127520","1/1/2018 - 1/31/2018, Every day, Daily Average",2198,1565,3085
"1380","Census Tract 224010","914","Census Tract 127603","1/1/2018 - 1/31/2018, Every day, Daily Average",2006,1421,2831
"1380","Census Tract 224010","915","Census Tract 127604","1/1/2018 - 1/31/2018, Every day, Daily Average",2006,1425,2823
"1380","Census Tract 224010","917","Census Tract 127606","1/1/2018 - 1/31/2018, Every day, Daily Average",1982,1419,2767
"1380","Census Tract 224010","918","Census Tract 127711","1/1/2018 - 1/31/2018, Every day, Daily Average",2034,1427,2898
"1380","Census Tract 224010","919","Census Tract 127712","1/1/2018 - 1/31/2018, Every day, Daily Average",2049,1451,2891
"1380","Census Tract 224010","923","Census Tract 127806","1/1/2018 - 1/31/2018, Every day, Daily Average",2426,1689,3483
"1380","Census Tract 224010","926","Census Tract 128101","1/1/2018 - 1/31/2018, Every day, Daily Average",2021,1492,2735
"1380","Census Tract 224010","927","Census Tract 128102","1/1/2018 - 1/31/2018, Every day, Daily Average",2467,1715,3547
"1380","Census Tract 224010","930","Census Tract 128302","1/1/2018 - 1/31/2018, Every day, Daily Average",2235,1543,3236
"1380","Census Tract 224010","932","Census Tract 128400","1/1/2018 - 1/31/2018, Every day, Daily Average",1967,1386,2791
"1380","Census Tract 224010","933","Census Tract 128500","1/1/2018 - 1/31/2018, Every day, Daily Average",2241,1551,3236
"1380","Census Tract 224010","934","Census Tract 128601","1/1/2018 - 1/31/2018, Every day, Daily Average",2283,1638,3181
"1380","Census Tract 224010","935","Census Tract 128602","1/1/2018 - 1/31/2018, Every day, Daily Average",2127,1445,3130
"1380","Census Tract 224010","936","Census Tract 128702","1/1/2018 - 1/31/2018, Every day, Daily Average",1744,1212,2507
"1380","Census Tract 224010","937","Census Tract 128801","1/1/2018 - 1/31/2018, Every day, Daily Average",1887,1324,2687
"1380","Census Tract 224010","938","Census Tract 128802","1/1/2018 - 1/31/2018, Every day, Daily Average",2152,1495,3097
"1380","Census Tract 224010","939","Census Tract 128910","1/1/2018 - 1/31/2018, Every day, Daily Average",1821,1263,2625
"1380","Census Tract 224010","949","Census Tract 131800","1/1/2018 - 1/31/2018, Every day, Daily Average",2420,1822,3213
"1380","Census Tract 224010","954","Census Tract 132102","1/1/2018 - 1/31/2018, Every day, Daily Average",2224,1726,2864
"1380","Census Tract 224010","955","Census Tract 132300","1/1/2018 - 1/31/2018, Every day, Daily Average",2344,1758,3125
"1380","Census Tract 224010","958","Census Tract 132700","1/1/2018 - 1/31/2018, Every day, Daily Average",2402,1796,3210
"1380","Census Tract 224010","959","Census Tract 132900","1/1/2018 - 1/31/2018, Every day, Daily Average",2240,1631,3075
"1380","Census Tract 224010","961","Census Tract 133100","1/1/2018 - 1/31/2018, Every day, Daily Average",2145,1601,2872
"1380","Census Tract 224010","981","Census Tract 134901","1/1/2018 - 1/31/2018, Every day, Daily Average",2417,1767,3305
"1380","Census Tract 224010","982","Census Tract 134903","1/1/2018 - 1/31/2018, Every day, Daily Average",2573,1938,3414
