"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1380","Census Tract 224010","1","Census Tract 480302","1/1/2018 - 1/31/2018, Every day, Daily Average",1594,1109,2289
"1380","Census Tract 224010","2","Census Tract 480303","1/1/2018 - 1/31/2018, Every day, Daily Average",1429,1006,2028
"1380","Census Tract 224010","3","Census Tract 480304","1/1/2018 - 1/31/2018, Every day, Daily Average",1390,954,2023
"1380","Census Tract 224010","4","Census Tract 480400","1/1/2018 - 1/31/2018, Every day, Daily Average",1575,1099,2256
"1380","Census Tract 224010","5","Census Tract 480500","1/1/2018 - 1/31/2018, Every day, Daily Average",1706,1159,2510
"1380","Census Tract 224010","6","Census Tract 480704","1/1/2018 - 1/31/2018, Every day, Daily Average",1563,1098,2223
"1380","Census Tract 224010","7","Census Tract 480802","1/1/2018 - 1/31/2018, Every day, Daily Average",1114,763,1626
"1380","Census Tract 224010","8","Census Tract 480803","1/1/2018 - 1/31/2018, Every day, Daily Average",1381,962,1981
"1380","Census Tract 224010","9","Census Tract 480804","1/1/2018 - 1/31/2018, Every day, Daily Average",1469,1045,2064
"1380","Census Tract 224010","10","Census Tract 480901","1/1/2018 - 1/31/2018, Every day, Daily Average",1313,907,1900
"1380","Census Tract 224010","11","Census Tract 480902","1/1/2018 - 1/31/2018, Every day, Daily Average",1200,812,1772
"1380","Census Tract 224010","12","Census Tract 480903","1/1/2018 - 1/31/2018, Every day, Daily Average",885,572,1368
"1380","Census Tract 224010","13","Census Tract 481001","1/1/2018 - 1/31/2018, Every day, Daily Average",1290,864,1924
"1380","Census Tract 224010","14","Census Tract 481002","1/1/2018 - 1/31/2018, Every day, Daily Average",1469,981,2197
"1380","Census Tract 224010","15","Census Tract 481500","1/1/2018 - 1/31/2018, Every day, Daily Average",1002,654,1533
"1380","Census Tract 224010","16","Census Tract 481603","1/1/2018 - 1/31/2018, Every day, Daily Average",1248,822,1894
"1380","Census Tract 224010","17","Census Tract 481604","1/1/2018 - 1/31/2018, Every day, Daily Average",1272,827,1955
"1380","Census Tract 224010","18","Census Tract 481605","1/1/2018 - 1/31/2018, Every day, Daily Average",941,615,1439
"1380","Census Tract 224010","19","Census Tract 481606","1/1/2018 - 1/31/2018, Every day, Daily Average",1102,730,1661
"1380","Census Tract 224010","20","Census Tract 481800","1/1/2018 - 1/31/2018, Every day, Daily Average",1148,772,1706
"1380","Census Tract 224010","21","Census Tract 481901","1/1/2018 - 1/31/2018, Every day, Daily Average",1026,649,1620
"1380","Census Tract 224010","22","Census Tract 481902","1/1/2018 - 1/31/2018, Every day, Daily Average",808,517,1261
"1380","Census Tract 224010","23","Census Tract 430400","1/1/2018 - 1/31/2018, Every day, Daily Average",2074,1467,2931
"1380","Census Tract 224010","24","Census Tract 430600","1/1/2018 - 1/31/2018, Every day, Daily Average",2039,1464,2839
"1380","Census Tract 224010","25","Census Tract 430701","1/1/2018 - 1/31/2018, Every day, Daily Average",1884,1347,2633
"1380","Census Tract 224010","26","Census Tract 430721","1/1/2018 - 1/31/2018, Every day, Daily Average",2016,1457,2787
"1380","Census Tract 224010","27","Census Tract 430723","1/1/2018 - 1/31/2018, Every day, Daily Average",2119,1556,2884
"1380","Census Tract 224010","28","Census Tract 430724","1/1/2018 - 1/31/2018, Every day, Daily Average",1966,1420,2721
"1380","Census Tract 224010","29","Census Tract 430801","1/1/2018 - 1/31/2018, Every day, Daily Average",2198,1560,3095
"1380","Census Tract 224010","30","Census Tract 430802","1/1/2018 - 1/31/2018, Every day, Daily Average",2014,1361,2979
"1380","Census Tract 224010","31","Census Tract 430803","1/1/2018 - 1/31/2018, Every day, Daily Average",1871,1328,2634
"1380","Census Tract 224010","33","Census Tract 431502","1/1/2018 - 1/31/2018, Every day, Daily Average",1847,1201,2838
"1380","Census Tract 224010","34","Census Tract 431600","1/1/2018 - 1/31/2018, Every day, Daily Average",1658,1199,2291
"1380","Census Tract 224010","35","Census Tract 431700","1/1/2018 - 1/31/2018, Every day, Daily Average",1804,1316,2472
"1380","Census Tract 224010","36","Census Tract 431800","1/1/2018 - 1/31/2018, Every day, Daily Average",1923,1359,2719
"1380","Census Tract 224010","37","Census Tract 431900","1/1/2018 - 1/31/2018, Every day, Daily Average",1749,1218,2511
"1380","Census Tract 224010","38","Census Tract 432500","1/1/2018 - 1/31/2018, Every day, Daily Average",1932,1391,2682
"1380","Census Tract 224010","39","Census Tract 554801","1/1/2018 - 1/31/2018, Every day, Daily Average",1570,1116,2207
"1380","Census Tract 224010","40","Census Tract 554802","1/1/2018 - 1/31/2018, Every day, Daily Average",1894,1268,2828
"1380","Census Tract 224010","41","Census Tract 554900","1/1/2018 - 1/31/2018, Every day, Daily Average",1996,1360,2928
"1380","Census Tract 224010","43","Census Tract 400603","1/1/2018 - 1/31/2018, Every day, Daily Average",2497,1678,3714
"1380","Census Tract 224010","46","Census Tract 404000","1/1/2018 - 1/31/2018, Every day, Daily Average",2116,1489,3005
"1380","Census Tract 224010","47","Census Tract 404100","1/1/2018 - 1/31/2018, Every day, Daily Average",2082,1465,2957
"1380","Census Tract 224010","51","Census Tract 404302","1/1/2018 - 1/31/2018, Every day, Daily Average",2038,1434,2896
"1380","Census Tract 224010","52","Census Tract 404401","1/1/2018 - 1/31/2018, Every day, Daily Average",1949,1376,2758
"1380","Census Tract 224010","53","Census Tract 404402","1/1/2018 - 1/31/2018, Every day, Daily Average",1944,1380,2737
"1380","Census Tract 224010","58","Census Tract 404701","1/1/2018 - 1/31/2018, Every day, Daily Average",1372,959,1962
"1380","Census Tract 224010","59","Census Tract 404702","1/1/2018 - 1/31/2018, Every day, Daily Average",1433,995,2063
"1380","Census Tract 224010","60","Census Tract 404703","1/1/2018 - 1/31/2018, Every day, Daily Average",1358,964,1911
"1380","Census Tract 224010","61","Census Tract 404801","1/1/2018 - 1/31/2018, Every day, Daily Average",1808,1289,2535
"1380","Census Tract 224010","62","Census Tract 404802","1/1/2018 - 1/31/2018, Every day, Daily Average",1531,1064,2201
"1380","Census Tract 224010","63","Census Tract 404803","1/1/2018 - 1/31/2018, Every day, Daily Average",1455,1043,2029
"1380","Census Tract 224010","64","Census Tract 404901","1/1/2018 - 1/31/2018, Every day, Daily Average",1915,1385,2647
"1380","Census Tract 224010","65","Census Tract 404902","1/1/2018 - 1/31/2018, Every day, Daily Average",1789,1310,2441
"1380","Census Tract 224010","66","Census Tract 404903","1/1/2018 - 1/31/2018, Every day, Daily Average",1819,1343,2462
"1380","Census Tract 224010","67","Census Tract 405001","1/1/2018 - 1/31/2018, Every day, Daily Average",2150,1445,3197
"1380","Census Tract 224010","68","Census Tract 405002","1/1/2018 - 1/31/2018, Every day, Daily Average",2522,1694,3754
"1380","Census Tract 224010","70","Census Tract 405102","1/1/2018 - 1/31/2018, Every day, Daily Average",1807,1393,2342
"1380","Census Tract 224010","71","Census Tract 405201","1/1/2018 - 1/31/2018, Every day, Daily Average",1831,1431,2342
"1380","Census Tract 224010","72","Census Tract 405202","1/1/2018 - 1/31/2018, Every day, Daily Average",1888,1395,2554
"1380","Census Tract 224010","73","Census Tract 405203","1/1/2018 - 1/31/2018, Every day, Daily Average",1804,1315,2472
"1380","Census Tract 224010","74","Census Tract 406901","1/1/2018 - 1/31/2018, Every day, Daily Average",1770,1246,2513
"1380","Census Tract 224010","75","Census Tract 407001","1/1/2018 - 1/31/2018, Every day, Daily Average",1725,1210,2457
"1380","Census Tract 224010","76","Census Tract 407002","1/1/2018 - 1/31/2018, Every day, Daily Average",1272,900,1796
"1380","Census Tract 224010","77","Census Tract 532304","1/1/2018 - 1/31/2018, Every day, Daily Average",841,515,1371
"1380","Census Tract 224010","78","Census Tract 533601","1/1/2018 - 1/31/2018, Every day, Daily Average",1389,876,2200
"1380","Census Tract 224010","79","Census Tract 533602","1/1/2018 - 1/31/2018, Every day, Daily Average",1426,950,2139
"1380","Census Tract 224010","80","Census Tract 533603","1/1/2018 - 1/31/2018, Every day, Daily Average",1485,1012,2178
"1380","Census Tract 224010","81","Census Tract 533703","1/1/2018 - 1/31/2018, Every day, Daily Average",833,526,1318
"1380","Census Tract 224010","82","Census Tract 533803","1/1/2018 - 1/31/2018, Every day, Daily Average",1222,800,1865
"1380","Census Tract 224010","83","Census Tract 533804","1/1/2018 - 1/31/2018, Every day, Daily Average",1162,750,1798
"1380","Census Tract 224010","84","Census Tract 533805","1/1/2018 - 1/31/2018, Every day, Daily Average",1028,669,1578
"1380","Census Tract 224010","85","Census Tract 533806","1/1/2018 - 1/31/2018, Every day, Daily Average",920,583,1450
"1380","Census Tract 224010","86","Census Tract 553100","1/1/2018 - 1/31/2018, Every day, Daily Average",1517,1067,2155
"1380","Census Tract 224010","87","Census Tract 553200","1/1/2018 - 1/31/2018, Every day, Daily Average",1759,1130,2737
"1380","Census Tract 224010","89","Census Tract 554001","1/1/2018 - 1/31/2018, Every day, Daily Average",2284,1492,3496
"1380","Census Tract 224010","90","Census Tract 554002","1/1/2018 - 1/31/2018, Every day, Daily Average",2433,1596,3706
"1380","Census Tract 224010","96","Census Tract 554203","1/1/2018 - 1/31/2018, Every day, Daily Average",1909,1349,2701
"1380","Census Tract 224010","98","Census Tract 554301","1/1/2018 - 1/31/2018, Every day, Daily Average",1765,1221,2549
"1380","Census Tract 224010","99","Census Tract 554302","1/1/2018 - 1/31/2018, Every day, Daily Average",1673,1194,2342
"1380","Census Tract 224010","100","Census Tract 554403","1/1/2018 - 1/31/2018, Every day, Daily Average",1706,1214,2396
"1380","Census Tract 224010","101","Census Tract 554404","1/1/2018 - 1/31/2018, Every day, Daily Average",1736,1224,2460
"1380","Census Tract 224010","102","Census Tract 554405","1/1/2018 - 1/31/2018, Every day, Daily Average",1776,1229,2565
"1380","Census Tract 224010","103","Census Tract 554406","1/1/2018 - 1/31/2018, Every day, Daily Average",1769,1224,2556
"1380","Census Tract 224010","104","Census Tract 533901","1/1/2018 - 1/31/2018, Every day, Daily Average",1311,862,1992
"1380","Census Tract 224010","105","Census Tract 533902","1/1/2018 - 1/31/2018, Every day, Daily Average",1436,914,2253
"1380","Census Tract 224010","106","Census Tract 534001","1/1/2018 - 1/31/2018, Every day, Daily Average",1568,987,2490
"1380","Census Tract 224010","107","Census Tract 534002","1/1/2018 - 1/31/2018, Every day, Daily Average",1505,949,2385
"1380","Census Tract 224010","108","Census Tract 534101","1/1/2018 - 1/31/2018, Every day, Daily Average",1194,736,1936
"1380","Census Tract 224010","109","Census Tract 534102","1/1/2018 - 1/31/2018, Every day, Daily Average",1329,829,2128
"1380","Census Tract 224010","110","Census Tract 534201","1/1/2018 - 1/31/2018, Every day, Daily Average",1247,819,1898
"1380","Census Tract 224010","111","Census Tract 534202","1/1/2018 - 1/31/2018, Every day, Daily Average",1312,880,1954
"1380","Census Tract 224010","112","Census Tract 534203","1/1/2018 - 1/31/2018, Every day, Daily Average",1640,1043,2576
"1380","Census Tract 224010","113","Census Tract 700600","1/1/2018 - 1/31/2018, Every day, Daily Average",1756,1274,2418
"1380","Census Tract 224010","114","Census Tract 700700","1/1/2018 - 1/31/2018, Every day, Daily Average",1890,1356,2632
"1380","Census Tract 224010","115","Census Tract 700801","1/1/2018 - 1/31/2018, Every day, Daily Average",1609,1155,2239
"1380","Census Tract 224010","116","Census Tract 700802","1/1/2018 - 1/31/2018, Every day, Daily Average",1164,801,1690
"1380","Census Tract 224010","117","Census Tract 700901","1/1/2018 - 1/31/2018, Every day, Daily Average",1118,744,1678
"1380","Census Tract 224010","118","Census Tract 700902","1/1/2018 - 1/31/2018, Every day, Daily Average",1391,980,1973
"1380","Census Tract 224010","119","Census Tract 701000","1/1/2018 - 1/31/2018, Every day, Daily Average",1533,1084,2167
"1380","Census Tract 224010","122","Census Tract 310100","1/1/2018 - 1/31/2018, Every day, Daily Average",1601,1138,2250
"1380","Census Tract 224010","123","Census Tract 310201","1/1/2018 - 1/31/2018, Every day, Daily Average",1661,1160,2377
"1380","Census Tract 224010","124","Census Tract 310202","1/1/2018 - 1/31/2018, Every day, Daily Average",1750,1170,2616
"1380","Census Tract 224010","126","Census Tract 310400","1/1/2018 - 1/31/2018, Every day, Daily Average",1646,1112,2436
"1380","Census Tract 224010","127","Census Tract 310501","1/1/2018 - 1/31/2018, Every day, Daily Average",1834,1275,2636
"1380","Census Tract 224010","128","Census Tract 310601","1/1/2018 - 1/31/2018, Every day, Daily Average",1528,1019,2290
"1380","Census Tract 224010","129","Census Tract 310602","1/1/2018 - 1/31/2018, Every day, Daily Average",1488,998,2217
"1380","Census Tract 224010","130","Census Tract 310701","1/1/2018 - 1/31/2018, Every day, Daily Average",1460,969,2198
"1380","Census Tract 224010","131","Census Tract 310702","1/1/2018 - 1/31/2018, Every day, Daily Average",1442,953,2180
"1380","Census Tract 224010","132","Census Tract 310703","1/1/2018 - 1/31/2018, Every day, Daily Average",1392,905,2140
"1380","Census Tract 224010","133","Census Tract 310800","1/1/2018 - 1/31/2018, Every day, Daily Average",1814,1228,2678
"1380","Census Tract 224010","134","Census Tract 310900","1/1/2018 - 1/31/2018, Every day, Daily Average",1673,1123,2491
"1380","Census Tract 224010","135","Census Tract 311000","1/1/2018 - 1/31/2018, Every day, Daily Average",1862,1330,2606
"1380","Census Tract 224010","136","Census Tract 311100","1/1/2018 - 1/31/2018, Every day, Daily Average",1995,1458,2729
"1380","Census Tract 224010","137","Census Tract 311200","1/1/2018 - 1/31/2018, Every day, Daily Average",1928,1341,2770
"1380","Census Tract 224010","138","Census Tract 311300","1/1/2018 - 1/31/2018, Every day, Daily Average",1858,1338,2579
"1380","Census Tract 224010","139","Census Tract 311400","1/1/2018 - 1/31/2018, Every day, Daily Average",1774,1218,2581
"1380","Census Tract 224010","140","Census Tract 311500","1/1/2018 - 1/31/2018, Every day, Daily Average",1715,1202,2446
"1380","Census Tract 224010","141","Census Tract 311600","1/1/2018 - 1/31/2018, Every day, Daily Average",1601,1101,2327
"1380","Census Tract 224010","142","Census Tract 311700","1/1/2018 - 1/31/2018, Every day, Daily Average",1506,1026,2209
"1380","Census Tract 224010","143","Census Tract 311801","1/1/2018 - 1/31/2018, Every day, Daily Average",1382,899,2122
"1380","Census Tract 224010","144","Census Tract 311802","1/1/2018 - 1/31/2018, Every day, Daily Average",1436,924,2229
"1380","Census Tract 224010","145","Census Tract 980001","1/1/2018 - 1/31/2018, Every day, Daily Average",1985,1408,2797
"1380","Census Tract 224010","151","Census Tract 541002","1/1/2018 - 1/31/2018, Every day, Daily Average",1469,1006,2143
"1380","Census Tract 224010","152","Census Tract 543100","1/1/2018 - 1/31/2018, Every day, Daily Average",1503,1042,2167
"1380","Census Tract 224010","155","Census Tract 543306","1/1/2018 - 1/31/2018, Every day, Daily Average",2443,1281,4658
"1380","Census Tract 224010","156","Census Tract 543321","1/1/2018 - 1/31/2018, Every day, Daily Average",1559,1109,2190
"1380","Census Tract 224010","158","Census Tract 543400","1/1/2018 - 1/31/2018, Every day, Daily Average",2074,1242,3463
"1380","Census Tract 224010","159","Census Tract 543501","1/1/2018 - 1/31/2018, Every day, Daily Average",1454,942,2242
"1380","Census Tract 224010","160","Census Tract 543601","1/1/2018 - 1/31/2018, Every day, Daily Average",1439,988,2095
"1380","Census Tract 224010","161","Census Tract 543604","1/1/2018 - 1/31/2018, Every day, Daily Average",1703,1175,2467
"1380","Census Tract 224010","165","Census Tract 543801","1/1/2018 - 1/31/2018, Every day, Daily Average",1553,993,2427
"1380","Census Tract 224010","166","Census Tract 543802","1/1/2018 - 1/31/2018, Every day, Daily Average",1751,1187,2581
"1380","Census Tract 224010","167","Census Tract 543903","1/1/2018 - 1/31/2018, Every day, Daily Average",1690,1080,2643
"1380","Census Tract 224010","171","Census Tract 572301","1/1/2018 - 1/31/2018, Every day, Daily Average",1775,1174,2682
"1380","Census Tract 224010","172","Census Tract 980002","1/1/2018 - 1/31/2018, Every day, Daily Average",1725,1138,2614
"1380","Census Tract 224010","174","Census Tract 554511","1/1/2018 - 1/31/2018, Every day, Daily Average",1948,1363,2783
"1380","Census Tract 224010","175","Census Tract 554512","1/1/2018 - 1/31/2018, Every day, Daily Average",1663,1207,2290
"1380","Census Tract 224010","177","Census Tract 554514","1/1/2018 - 1/31/2018, Every day, Daily Average",1619,1158,2262
"1380","Census Tract 224010","180","Census Tract 554517","1/1/2018 - 1/31/2018, Every day, Daily Average",1687,1235,2302
"1380","Census Tract 224010","181","Census Tract 554518","1/1/2018 - 1/31/2018, Every day, Daily Average",1716,1251,2353
"1380","Census Tract 224010","183","Census Tract 554521","1/1/2018 - 1/31/2018, Every day, Daily Average",1461,1016,2100
"1380","Census Tract 224010","184","Census Tract 554522","1/1/2018 - 1/31/2018, Every day, Daily Average",1501,1054,2137
"1380","Census Tract 224010","186","Census Tract 532302","1/1/2018 - 1/31/2018, Every day, Daily Average",612,388,964
"1380","Census Tract 224010","187","Census Tract 532303","1/1/2018 - 1/31/2018, Every day, Daily Average",761,487,1188
"1380","Census Tract 224010","188","Census Tract 532304","1/1/2018 - 1/31/2018, Every day, Daily Average",854,552,1321
"1380","Census Tract 224010","189","Census Tract 532400","1/1/2018 - 1/31/2018, Every day, Daily Average",1308,914,1870
"1380","Census Tract 224010","190","Census Tract 533703","1/1/2018 - 1/31/2018, Every day, Daily Average",1336,898,1986
"1380","Census Tract 224010","191","Census Tract 541100","1/1/2018 - 1/31/2018, Every day, Daily Average",1543,1072,2219
"1380","Census Tract 224010","192","Census Tract 541200","1/1/2018 - 1/31/2018, Every day, Daily Average",1449,995,2110
"1380","Census Tract 224010","193","Census Tract 541300","1/1/2018 - 1/31/2018, Every day, Daily Average",1508,1041,2182
"1380","Census Tract 224010","194","Census Tract 541603","1/1/2018 - 1/31/2018, Every day, Daily Average",1923,1365,2708
"1380","Census Tract 224010","195","Census Tract 541604","1/1/2018 - 1/31/2018, Every day, Daily Average",1722,1138,2605
"1380","Census Tract 224010","202","Census Tract 542104","1/1/2018 - 1/31/2018, Every day, Daily Average",1505,1003,2256
"1380","Census Tract 224010","203","Census Tract 542105","1/1/2018 - 1/31/2018, Every day, Daily Average",1872,1312,2669
"1380","Census Tract 224010","204","Census Tract 542106","1/1/2018 - 1/31/2018, Every day, Daily Average",1429,944,2162
"1380","Census Tract 224010","205","Census Tract 542200","1/1/2018 - 1/31/2018, Every day, Daily Average",1454,967,2185
"1380","Census Tract 224010","206","Census Tract 542401","1/1/2018 - 1/31/2018, Every day, Daily Average",1915,1399,2621
"1380","Census Tract 224010","207","Census Tract 542402","1/1/2018 - 1/31/2018, Every day, Daily Average",1771,1223,2563
"1380","Census Tract 224010","209","Census Tract 542502","1/1/2018 - 1/31/2018, Every day, Daily Average",2048,1603,2615
"1380","Census Tract 224010","210","Census Tract 542601","1/1/2018 - 1/31/2018, Every day, Daily Average",1765,1283,2426
"1380","Census Tract 224010","211","Census Tract 542602","1/1/2018 - 1/31/2018, Every day, Daily Average",1846,1377,2473
"1380","Census Tract 224010","212","Census Tract 542700","1/1/2018 - 1/31/2018, Every day, Daily Average",1587,1180,2133
"1380","Census Tract 224010","215","Census Tract 543000","1/1/2018 - 1/31/2018, Every day, Daily Average",1526,1105,2105
"1380","Census Tract 224010","218","Census Tract 543202","1/1/2018 - 1/31/2018, Every day, Daily Average",1709,1158,2520
"1380","Census Tract 224010","219","Census Tract 543305","1/1/2018 - 1/31/2018, Every day, Daily Average",1688,1160,2455
"1380","Census Tract 224010","220","Census Tract 543321","1/1/2018 - 1/31/2018, Every day, Daily Average",1505,1088,2080
"1380","Census Tract 224010","221","Census Tract 403600","1/1/2018 - 1/31/2018, Every day, Daily Average",1984,1486,2647
"1380","Census Tract 224010","225","Census Tract 403722","1/1/2018 - 1/31/2018, Every day, Daily Average",1924,1518,2438
"1380","Census Tract 224010","231","Census Tract 405702","1/1/2018 - 1/31/2018, Every day, Daily Average",2202,1708,2837
"1380","Census Tract 224010","234","Census Tract 406000","1/1/2018 - 1/31/2018, Every day, Daily Average",2252,1727,2935
"1380","Census Tract 224010","235","Census Tract 406101","1/1/2018 - 1/31/2018, Every day, Daily Average",2132,1625,2795
"1380","Census Tract 224010","236","Census Tract 406102","1/1/2018 - 1/31/2018, Every day, Daily Average",2100,1588,2776
"1380","Census Tract 224010","238","Census Tract 533806","1/1/2018 - 1/31/2018, Every day, Daily Average",963,624,1485
"1380","Census Tract 224010","239","Census Tract 534301","1/1/2018 - 1/31/2018, Every day, Daily Average",1519,1041,2214
"1380","Census Tract 224010","240","Census Tract 534302","1/1/2018 - 1/31/2018, Every day, Daily Average",1300,909,1857
"1380","Census Tract 224010","241","Census Tract 534403","1/1/2018 - 1/31/2018, Every day, Daily Average",1664,1163,2380
"1380","Census Tract 224010","242","Census Tract 534404","1/1/2018 - 1/31/2018, Every day, Daily Average",1629,1062,2497
"1380","Census Tract 224010","243","Census Tract 534405","1/1/2018 - 1/31/2018, Every day, Daily Average",1330,860,2056
"1380","Census Tract 224010","244","Census Tract 534406","1/1/2018 - 1/31/2018, Every day, Daily Average",1304,869,1955
"1380","Census Tract 224010","245","Census Tract 702400","1/1/2018 - 1/31/2018, Every day, Daily Average",1005,637,1583
"1380","Census Tract 224010","246","Census Tract 702501","1/1/2018 - 1/31/2018, Every day, Daily Average",1308,901,1898
"1380","Census Tract 224010","247","Census Tract 702502","1/1/2018 - 1/31/2018, Every day, Daily Average",1221,819,1819
"1380","Census Tract 224010","248","Census Tract 702600","1/1/2018 - 1/31/2018, Every day, Daily Average",1225,800,1875
"1380","Census Tract 224010","249","Census Tract 702700","1/1/2018 - 1/31/2018, Every day, Daily Average",1422,977,2068
"1380","Census Tract 224010","250","Census Tract 702801","1/1/2018 - 1/31/2018, Every day, Daily Average",1364,932,1996
"1380","Census Tract 224010","251","Census Tract 702802","1/1/2018 - 1/31/2018, Every day, Daily Average",1010,686,1486
"1380","Census Tract 224010","252","Census Tract 702803","1/1/2018 - 1/31/2018, Every day, Daily Average",1497,1049,2134
"1380","Census Tract 224010","253","Census Tract 703001","1/1/2018 - 1/31/2018, Every day, Daily Average",1411,928,2144
"1380","Census Tract 224010","254","Census Tract 403303","1/1/2018 - 1/31/2018, Every day, Daily Average",1741,1268,2388
"1380","Census Tract 224010","255","Census Tract 403304","1/1/2018 - 1/31/2018, Every day, Daily Average",1859,1404,2460
"1380","Census Tract 224010","256","Census Tract 403305","1/1/2018 - 1/31/2018, Every day, Daily Average",2008,1475,2732
"1380","Census Tract 224010","257","Census Tract 403312","1/1/2018 - 1/31/2018, Every day, Daily Average",1841,1345,2519
"1380","Census Tract 224010","258","Census Tract 403322","1/1/2018 - 1/31/2018, Every day, Daily Average",1731,1319,2271
"1380","Census Tract 224010","259","Census Tract 403323","1/1/2018 - 1/31/2018, Every day, Daily Average",1799,1348,2400
"1380","Census Tract 224010","260","Census Tract 403325","1/1/2018 - 1/31/2018, Every day, Daily Average",2281,1634,3182
"1380","Census Tract 224010","261","Census Tract 408703","1/1/2018 - 1/31/2018, Every day, Daily Average",2065,1518,2808
"1380","Census Tract 224010","262","Census Tract 502801","1/1/2018 - 1/31/2018, Every day, Daily Average",1596,765,3329
"1380","Census Tract 224010","263","Census Tract 550300","1/1/2018 - 1/31/2018, Every day, Daily Average",1216,812,1819
"1380","Census Tract 224010","264","Census Tract 550400","1/1/2018 - 1/31/2018, Every day, Daily Average",1139,765,1694
"1380","Census Tract 224010","265","Census Tract 550500","1/1/2018 - 1/31/2018, Every day, Daily Average",1053,696,1592
"1380","Census Tract 224010","266","Census Tract 550601","1/1/2018 - 1/31/2018, Every day, Daily Average",966,632,1474
"1380","Census Tract 224010","267","Census Tract 550602","1/1/2018 - 1/31/2018, Every day, Daily Average",1125,745,1696
"1380","Census Tract 224010","268","Census Tract 550700","1/1/2018 - 1/31/2018, Every day, Daily Average",914,593,1407
"1380","Census Tract 224010","269","Census Tract 550800","1/1/2018 - 1/31/2018, Every day, Daily Average",1286,755,2187
"1380","Census Tract 224010","270","Census Tract 550901","1/1/2018 - 1/31/2018, Every day, Daily Average",1310,883,1941
"1380","Census Tract 224010","271","Census Tract 550902","1/1/2018 - 1/31/2018, Every day, Daily Average",1321,853,2045
"1380","Census Tract 224010","272","Census Tract 551000","1/1/2018 - 1/31/2018, Every day, Daily Average",1560,985,2470
"1380","Census Tract 224010","273","Census Tract 551101","1/1/2018 - 1/31/2018, Every day, Daily Average",1563,1075,2271
"1380","Census Tract 224010","274","Census Tract 551102","1/1/2018 - 1/31/2018, Every day, Daily Average",1656,1080,2539
"1380","Census Tract 224010","275","Census Tract 551201","1/1/2018 - 1/31/2018, Every day, Daily Average",1695,1132,2537
"1380","Census Tract 224010","276","Census Tract 551202","1/1/2018 - 1/31/2018, Every day, Daily Average",1583,1138,2200
"1380","Census Tract 224010","277","Census Tract 551300","1/1/2018 - 1/31/2018, Every day, Daily Average",1462,969,2204
"1380","Census Tract 224010","278","Census Tract 551401","1/1/2018 - 1/31/2018, Every day, Daily Average",1334,888,2002
"1380","Census Tract 224010","279","Census Tract 551402","1/1/2018 - 1/31/2018, Every day, Daily Average",1405,945,2086
"1380","Census Tract 224010","280","Census Tract 551501","1/1/2018 - 1/31/2018, Every day, Daily Average",1320,932,1868
"1380","Census Tract 224010","281","Census Tract 551502","1/1/2018 - 1/31/2018, Every day, Daily Average",1397,871,2239
"1380","Census Tract 224010","282","Census Tract 551600","1/1/2018 - 1/31/2018, Every day, Daily Average",1364,927,2006
"1380","Census Tract 224010","283","Census Tract 551700","1/1/2018 - 1/31/2018, Every day, Daily Average",1653,1075,2539
"1380","Census Tract 224010","284","Census Tract 551800","1/1/2018 - 1/31/2018, Every day, Daily Average",1757,1142,2701
"1380","Census Tract 224010","285","Census Tract 553400","1/1/2018 - 1/31/2018, Every day, Daily Average",1669,1077,2584
"1380","Census Tract 224010","286","Census Tract 430002","1/1/2018 - 1/31/2018, Every day, Daily Average",2007,1424,2827
"1380","Census Tract 224010","288","Census Tract 430101","1/1/2018 - 1/31/2018, Every day, Daily Average",2012,1454,2783
"1380","Census Tract 224010","291","Census Tract 431502","1/1/2018 - 1/31/2018, Every day, Daily Average",1721,1279,2315
"1380","Census Tract 224010","292","Census Tract 432101","1/1/2018 - 1/31/2018, Every day, Daily Average",1445,1080,1932
"1380","Census Tract 224010","293","Census Tract 432102","1/1/2018 - 1/31/2018, Every day, Daily Average",1626,1155,2288
"1380","Census Tract 224010","294","Census Tract 432300","1/1/2018 - 1/31/2018, Every day, Daily Average",1435,1014,2030
"1380","Census Tract 224010","295","Census Tract 432401","1/1/2018 - 1/31/2018, Every day, Daily Average",1692,1232,2322
"1380","Census Tract 224010","296","Census Tract 432402","1/1/2018 - 1/31/2018, Every day, Daily Average",1616,1178,2215
"1380","Census Tract 224010","297","Census Tract 432500","1/1/2018 - 1/31/2018, Every day, Daily Average",1850,1353,2528
"1380","Census Tract 224010","298","Census Tract 432601","1/1/2018 - 1/31/2018, Every day, Daily Average",1715,1226,2398
"1380","Census Tract 224010","300","Census Tract 432700","1/1/2018 - 1/31/2018, Every day, Daily Average",1260,859,1847
"1380","Census Tract 224010","301","Census Tract 432801","1/1/2018 - 1/31/2018, Every day, Daily Average",1459,1030,2065
"1380","Census Tract 224010","302","Census Tract 432802","1/1/2018 - 1/31/2018, Every day, Daily Average",1343,929,1940
"1380","Census Tract 224010","303","Census Tract 432902","1/1/2018 - 1/31/2018, Every day, Daily Average",1493,1091,2041
"1380","Census Tract 224010","304","Census Tract 433101","1/1/2018 - 1/31/2018, Every day, Daily Average",1171,801,1710
"1380","Census Tract 224010","306","Census Tract 433200","1/1/2018 - 1/31/2018, Every day, Daily Average",1261,871,1823
